item_id,name,cuisine
AY3UIRjCdI6pFndKZ2ccCQ,Big Paul's BBQ,barbeque
9O-cmXidce-cLGA0YVY9cQ,Tony's Mexican Food,mexican
Obp9itKiOM-6-ABfqieF9w,Don Tortaco Mexican Grill,mexican
bY3DZERDCvEb066dUocfdA,Russo's Pizza Kitchen,pizza
AxScnvjfLqpPmTLXGjNhcA,China Gourmet,chinese
kwD6P2-EV87u6aVOcnAcpQ,Beijing Noodle Cafe,chinese
KnT4mJRLvi_57lsWtflWmw,Burger King,burgers
3safQgB8DKQfuVw1OKsFtA,Windy City Beefs 'N Dogs II,hot dogs
OuJGFGLGEIhtNdZ1LhZHpw,BaBa's Chinese Kitchen,chinese
c9wrKx_5AQIKLzqQxOc7hw,Napoli Pizza,cheesesteaks
eQZh_YnG36SvA461oOHw_A,Taqueria El Buen Pastor,mexican
PrsC4URn7fB56FCIfNemgA,Jammin Jerk Hut,caribbean
MH7FX9S88Kl1TyXUSl4U7g,Na Na Thai Kitchen,thai
vy930iKMNjeQqXE9z5C1gQ,Go Wild Sushi & Grill,japanese
WD5l9HdTjDbqPRocncCrEQ,BJ's Restaurant & Brewhouse,pizza
botAdj1CUl2wA_Dz1Y-kIw,Domino's Pizza,chicken wings
MvFdtPFj4c-kPJ3ZyDh5Qw,Baja California Restaurant & Cantina,mexican
R9qxA2JhltwtD_CrjjcisQ,Capriotti's,sandwiches
gPmoQaWDiVnkUWOHY-TYOQ,Five Guys Burgers and Fries,fast food
KWowrYsqiSITwogfi99djQ,Subway,sandwiches
HekcvFnJCQZjWGrDYD67tw,Jimmy's NYC Pizzeria,pizza
Dp1nMOMQuf03F71eS-c-iQ,By The Inch Pizza Caffe,pizza
JXqvcNi33_Pxco37tGDMzg,Cici's Pizza,pizza
95sQlDylaJ21U6iEl_MEXQ,Bangkok 9,chinese
jlFhZFGzROkhhSIfXM1oJQ,Great Bao,chinese
k6VudAy2OTZgy66ZfUNz6w,Cravin' Cajun,seafood
A8YIXXgRVmLbUjsU6BEvMg,Country Kitchen,chicken wings
LH6aLuXW3yShrn_pzrVe8g,Rice & Company,chinese
_GOIj0h72Ji2u3vCt1untA,Spicy Pickle,sandwiches
nW8z5yrUmPekUzdqJ0-OPA,Island Malaysian Cuisine Halal,malaysian
SsgLO6QvVEH6HGJ5fntgNg,Del Mar Cafe,cafes
ubCpRQQN8NBtXTxgD72lpw,Del Taco,fast food
wLmMGlGCRdNSxArKca6DJA,28GO The Restaurant,asian fusion
nU347OP_4DjBc8WLKU_J-g,English's Quintessentially British,british
vO6-omS0eYqzoYWJGoQvgQ,Sin City Wings,chicken wings
whRXOWa9E58yMXi5v-AT3A,Cafe de Japon,japanese
RQ_QaWi1Cc4X6odfGuUGcA,Long Jin Chinese Cuisine,chinese
vFZAKJv9u0NsEEnQhikyEA,Mi Tierra Mexican Restaurant,mexican
wmNyt1NFgK_yhJndXmck-A,Campus Commons Food Court,fast food
6T0GnBbU5SI9GDydvbrQIw,R Steak & Seafood,steakhouses
O2ZJBS7uqGA0kGDr3-VgGA,Panda Express,chinese
oR8DWu4orNyi1NGbWig-cA,Tacos Los Toritos,mexican
Klb2mXlUHuSTyN3CkgZ0EA,El Gordito,mexican
GUEfosyg2YR2zwzpQScZBQ,Bonanno's New York Pizzeria,pizza
M3sHcgWd1gqw5c3L8QnAHQ,Lobster Me - Miracle Mile Shops,seafood
SWxTMGlqiZRgdacTgu2MeA,Island Sushi and Grill Express,hawaiian
-hz2-OaJg9KZXB3UN6Z0aw,Don Beto Restaurant,peruvian
JQKOBllhtI_X5ZjpWSum6A,Cathay House,chinese
mTZgMY2tGVwQc4GyACuJWA,Love Empanadas,latin american
lb7FqegP3-AxlOkju8wD5w,Subway,sandwiches
UIqKaIBPgkIW3M7coOIZPQ,Grimaldi's Pizzeria,pizza
fAJYeE4Q6vwVPGkk1MWCoQ,China Tango Bistro,chinese
ADTZPVMIYJN0jAvvHxcBMw,Buldogis Gourmet Hot Dogs,hot dogs
FejYzn6FjVArZxkV-GWA6w,Fatburger,fast food
Hv2GCCnyRRo2XxF9XJpK6g,35 Steaks,steakhouses
zftTB9fn2g0TPWYOZC9-DA,Sausagefest Food Truck,food stands
HtdTaNc79rgLNGxblHcsdg,SinCity Burgers,burgers
Ff5EQaubJXnl-_um84_bSA,Carl's Jr.,fast food
s93PtWxihLbhK5Jg_FttzA,Hash House A Go Go,american (new)
egzyBV0dJh406LH7yQaXyA,Taco Bell,tex-mex
Gvw2ewUbqq7PWkxKwjqifA,The Barrymore,american (new)
EgAGF1eg2PkdDDlPzBwVfw,Upper Deck Grill and Sports Lounge,american (traditional)
pF1NXrHOIhRTZOJhBC0WEA,Hummus Bar,middle eastern
MHmJSJegKUU0-q6KOC0LHg,Daddy's Delights,pizza
Cu3L4mNS_Np34wD7Af2fCw,CENTRAL BY MICHEL RICHARD,american (traditional)
5dSQ1KV9HkbZm0ZmJHuMKA,Embers,american (new)
cmhI53vn0vg_OvzHRP87Iw,Jason's Deli,salad
65UBcPxX0Q1xCagf0_7w1Q,Anime Ramen & Teriyaki,japanese
J6olrKurg-lUvQXCHHvDrQ,Boca Do Brasil,brazilian
gWZMV5q8CSp8K5tZcMokCA,Lilly's Thai & Vietnamese Restaurant,vietnamese
UzZh5xkG01LJTicRpPDDOw,Italian Delights,italian
z4BbhKUuNQ5mAgjpdcIPDA,La Pizza,food stands
ZiAmyZ0Mt5y781oYE7PjyA,DQ Grill & Chill,american (new)
nPAklQa5j-c_5mnBp7XArg,Quiznos,sandwiches
IvX1KtH4RhrxrCzs-2VqTA,Hazel M Wilson Commons,buffets
DWtHmDna8fmFij4DRLYKHg,Popeye's,fast food
Xh2LOgZKN5T_JjQjrTueKw,Sunset Pizzeria,pizza
zjQxaHZSb47p7l-b7Nhzgg,Dairy Queen,fast food
mWRKam3diswqKMja8TKQ_w,Legends Sports Bar & Grill,american (traditional)
u5ea3QjzrkoIw_LoDefQqw,China a Go Go,chinese
ZHDf8TUICsB2peQ9AmXeFw,Le Thai,thai
7_fiK6AQbcBlAXsoS7QZRw,Margaritaville Casino,american (new)
OgnHyXXqElaPgs7isOrdBQ,Cous Cous Mediterranean Cafe,mediterranean
EolW2H_wkpYwWbBURN_4gQ,Heart Attack Grill,american (traditional)
kVuzYAB0U-ZYJiY56flz9A,The Diner at LVM Resort,diners
tc8XUyEkrO94gEMVYiRsjg,Chipotle,mexican
q4TqK1xIa1QOp_wjiFjb3A,Marbella Tapas,mediterranean
eX_0pxAjoEvQ1UwvBKOKLw,Papa John's Pizza,pizza
TB4EVbmQ8yc2wZ71auUCNw,Hot Dog Heaven,hot dogs
FM3JgsDg5vLJ2x1_NM9CcA,Coconuts Beach Bar & Mexican Grill,mexican
5CGT-eGqL2zECmQpM9wPbw,Bottles & Burgers By Double Helix,burgers
lK2KKnsd_HiFLnOXOgEjEQ,Don Tortacos,mexican
OAyA2ogCSAn8UHcI9UuQ_w,Divine Cafe at the Springs Preserve,american (new)
Zzls_AA53uSRjnWCfzzYjw,LTO Pizza & More,italian
PT8kPZPnrY2UYRZ_An58WA,Wahoo's Fish Tacos,mexican
qjpy8B_4J74QvfHFh1nrIg,Ohjah Japanese Steakhouse Sushi & Hibachi,japanese
gJCZt9_A3n1YDirxl0N9Xg,Papa Murphy's Take 'n Bake Pizza,pizza
EQxbEKkHxNvRT_-S5A-Gcw,Greens and Proteins,american (new)
knx2oH7ORKVmamFlqdk9Xw,Johnny Rockets,sandwiches
GflrKU14UDeenaHCTN7xOw,J's Noodle,chinese
kInPSo8q0PgA-yp2nws0Uw,El Rancho Restaurant,mexican
HjekqpdZSfaqa-4IZ68FgQ,Ichi Màs Truck,food stands
XtbOSF9IWWIP57NQ5uBupA,El Paisano Taqueria,mexican
u37MZNUTDE3ijQraArwLrA,Pumpkin & Pecan Shish Kabob Shop,mediterranean
qLa_684GMvVfR4WNHshQSA,Fogo de Chão Brazilian Steakhouse,brazilian
kD6yWN7rYkCOEyAhftV6gQ,Deli Pizza Cafe,pizza
PiV7phVMf7glDpH_J630Ow,The Boiling Crab,cajun/creole
Fpv7AFYvT-rsQImxIGwI7Q,Trattoria Nakamura-Ya,italian
ZniYUcAEcI_n8yxz_2Z1Dw,Norm's Eggs Cafe,breakfast & brunch
k2k0TuuoFS6YmSddFz2Caw,Panda Express,chinese
3DUemE_hdk-TwbVj1zlckg,Big Burgers & Pizza,pizza
vp6YA3fFQWpQ5kqPddlQ4A,The Redneck Kitchen,tex-mex
qXOAl1zrwUufSGlUWGvA2A,Vegas Best Pizza,pizza
5NLxB-LiH152e3Grj_ewEw,Pho Old Saigon,vietnamese
lkQ8gupLmpKZic9NOO8LCQ,Pellegrino Pizza & Deli,delis
B7eIQTJsarJjtl3jbj0rGA,Paris Brasserie,
B3X4Cbty1G_m9abGL47sQw,I Love Burgers,american (new)
XYiT9CI5hQsIR-ALddx_dg,Happy's Pizza,pizza
fXRWgcg_vTlVlbLKh6CTcA,Griddlecakes,breakfast & brunch
EMOFQciQnAtCjZnMs0z4Jw,Oscar's,steakhouses
Emdq2gs-xyTWTPbCbAk79w,Lynyrd Skynyrd BBQ and Beer,american (new)
OO2EF8SuykJRgrNjW_U5VQ,ABX American Burger Works,burgers
63d0v1xVzzahrY7zLoy_FA,Egg Works,american (traditional)
IX0zkb2L13-Q3EGWvTem0w,Burger King,burgers
2f7TvlG5zcuMCHcQjxqS6A,Dom DeMarco's Pizzeria & Bar,pizza
PKpNLHBhAfXgZ7TdRDZPfg,Roamin' Dough,food stands
McXavPYFZCsldUoXITNoGg,Pizza Joint,pizza
07kcENxFQxwVWYiZ5fqlOg,Da Sheng Chinese Cuisine,chinese
kNGWOprBFnteCQUGpLnM8A,Firehouse Subs,sandwiches
NEQWVqJV84nX6HqRMT2oaw,The Taste of Chicago,pizza
SKO1eefgrWjTp-NnsS7FTw,Parsley Mediterranean Grill,mediterranean
xZoyDn7ekD4ue_liS_nqMA,Stan Fulton Bistro,american (new)
dkjnemtqU_Zfhd9XnOkv3Q,Don Antonio's Pizzeria,italian
SCkrvvVhk0eStJQHi8Vvww,Ihop,american (traditional)
EcUM3ONkY1RUCB1R1_4FrA,Daily Kitchen and Wellness Bar,american (new)
jwJiqsgslScEEqVH9H8Dmw,McDonald's,fast food
05fTEsjUPVo5jks8PpNKCQ,Rollin Smoke Barbeque,barbeque
V4XYRuhq_614tFFvWK5q6g,Kung Fu Chef,chinese
0i0PwU8lpj4evYKQogWxcA,Public House,gastropubs
I5D1mgfy_78EAiKIlzxfGg,Carluccio's Italian Restaurant,italian
sY7OAhyojv3YI0EUUW_gUQ,Domino's Pizza,chicken wings
f1vur8DUKI2aKR-awL60hA,Little Caesars Pizza,pizza
ARpbG6vnwwsX3RFoIxJ6Fg,The Grill At Valentino,italian
6wgO8xpP4kozBfJ-7Co-FQ,The Marketplace,delis
E3n771Z4Uqy46WNaFS5u0g,Buca di Beppo,italian
a0dl_Y26iCSTpw3ZONhphg,The Mad Greek Cafe,cafes
glmwOs55H49Q_D8ENZtqYQ,Hyde Bellagio,italian
Rn8GV6dDHjtuz3a9ezRGQQ,Firehouse Subs,sandwiches
2R2Tgc03XuwT96I3KAcUkg,South Chicago Deli and House of Pizza,pizza
w-AC6O4JZNQ3QUjXCwy8Jw,Buca Di Beppo,italian
GdkVUWDdJshfdCmTBKoB6g,Five Guys Burgers and Fries,fast food
_50NM_YcjphNZnkc9UiKOA,The Taco Spot,mexican
TD99ttUkvbw8kS9P71lGaQ,Mr B's Bar & Grill,italian
EemFk0x2E-vlPbnJDHfbxw,The Underworld Grill & Bar,american (traditional)
OKZ-Jx3X0zcu4FLAjIs6gw,Bobby's Bagel Bistro,breakfast & brunch
R505e45klZCIrScP0efIuQ,Subway,sandwiches
pPfQ73--Y_h5Or0aqDgEGA,BabyStacks Cafe,cafes
Qs_rxSL6BfBFzAr30VLeuw,Woonam Jung,korean
bd7NnJE9b6dmmVVrD6hZuw,Tower Suite Cafe,american (new)
VK7XhT6wv-mWV6N1IU4xXA,Hunan Jiu Jia,chinese
mMbsqbFSaHsBxZQPGNSuOQ,The Village Mediterranean Grill,mediterranean
hVSuSlR4uYNnap2LU-6Tcg,KJ Dim Sum & Seafood,seafood
_IDjM6FxLd3sudSm8YBA5A,Subway,sandwiches
aet7i84Y7DplUJS7Rtppyg,Rainbow Pho Express,vietnamese
RW0rGTdFMNJLWZlN2ibxmg,Algobertos,mexican
xaM-mowHi-_sFXEztXnu7g,Capriotti's,sandwiches
2DT4Lxjyt3F1ZJt8Mt0o4Q,Nigerian Cuisine,african
WjwRpnFGmqQRMRw_c0H8dA,Naka Sushi,sushi bars
yxxLFua918P53BQADGCSCw,Slice of Vegas,pizza
pHaHZMOy_88rk9T4jYP41g,McDonald's,fast food
hisG5g4wayOJFjI6QjsH9w,Maestro's Pizzeria,pizza
ZKu3ynyht-BYVs3wS8D9_w,China Roll,chinese
CSqCXz-vndUhmhKjzJEkLA,Taco Bell,tex-mex
EDJCvbklEbHU1e1sOfBreg,Pita Pit,mediterranean
79X0Nxbb0kTLtOtp_z_wcA,Harbor Palace Seafood Restaurant,chinese
JGEJCYz7gbnOtxbgXB-zSg,Hong Kong Garden Seafood & BBQ Cafe,chinese
z6rl2Qco3P31LUhv1ed8eg,Super B Burrito,mexican
odiWWo9o-GdzSweb9mmZpw,Luna Rossa,italian
Aam-loVHeWJzFmjR9i4uow,Royal Cuisine,mediterranean
kgt13cwkP03NS8FJKgdLMw,Ramen Sora,japanese
jnGp9K2AsLFKF3ogfUxsnA,Kathy's Southern Cooking,southern
V0l8hCGeNmtubh37HvcKcQ,K Jun Chicken,chicken wings
NMi9cy9lwAloyW2SQIKoMw,La Parrilla,mexican
CzQZ07q6Iwx-x56ddllYfQ,Keep Memory Alive Cafe,cafes
l593y9KEguq1JWVFcaL1DQ,Ellis Island Cafe,american (traditional)
QGkM1TvUrc1gmd1qkpnMJg,Sushi Koma,japanese
AKot3AMTqwCvhmF3D7gfSw,Crossroads at House of Blues,southern
Q-MWoYNF2WmvgC6_XHpiVA,El Patio Catering,food stands
4SFld8Qgvc4LvGtRYFFLgA,Mix Zone Cafe 2,thai
3wtRs_Ou0wingfANRnHBIA,Courtyard Grill & Buffet,american (new)
gwqXoAeUcMF0Uk4EKOZE1A,The Grille Inside The Golden Nugget,american (traditional)
BLuvXw3UMS51o3e3nRwXFQ,Pizzeria Da Enzo,pizza
WWDHBppRDnU_rNGH-tI1xA,Tacos La Carreta,mexican
2QM258ooYpYecyt7tTwOMA,Don Tortaco Mexican Grill,mexican
50-rfWyN_SMETNATI2efoQ,Sugar Factory,
OQRvWqRMNPfowfcE9cXrcA,Los Tarascos Tacos,mexican
ecI5Vq2uEMbFbZIHOBosYw,Koolthai Restaurant,vegetarian
NSLTrN5iGOcN_Ou6bSd1Gg,Rio Buffet,buffets
r1sisynnBLFM5TORpher8g,IHOP,breakfast & brunch
wzgmxN5nTrCdFBaDDQI2sg,Pizza Natali,pizza
C185HewDKhT0s6JmFFFqcg,Café Berlin,cafes
UGlXDK8BKOZCroDTJ8nPKg,Elevation Burger,vegetarian
ojisz00vtmRfIA_9VrLBaA,Jason's Deli,salad
E3R1_fkqpZcEH6PZVqoIdg,Pizza Hut,pizza
LDvfJ8qo2njU9KY5gNMpyQ,Tropicana Pizza,pizza
RO1fBofbml7ygeY2AiWFYg,The Daily Egg,breakfast & brunch
D4kErYu5HpKJUOOYBWc_aA,Verdi Restaurant Pizza,pizza
84T2HrgUxW8hEBhZZhM3Rw,3pm Cafe,japanese
GDXPlGpDGALcKNRpa5kMqw,Dot's Southern Kitchen,barbeque
pXTwSV_zMOJZ0S81XA-O7g,Daraa Halal Market,
nREHMbIzWdfWtOh4l1bT3g,Golden Corral,buffets
mDdqifuTrfXAOfxiLMGu5Q,Gordon Ramsay Steak,steakhouses
hMor1nxrfYKDW-AtQYytgw,Putters,american (new)
G9U5oXrmpRSiD7kZXCB5Eg,Granny's Kitchen ...... Soul Food,soul food
uU7lkNVC-XddrIPol6wbSA,Flavor Flav's House of Flavor,american (new)
dM0HMUpW89okNt3MgGJ-lw,Fuel Café,cafes
YJwtYZ17Dm11H0y9VoudHA,Lobster Chowder Company,american (new)
ACuPUjWLfhaJ9KDNVQun5A,Wahoo's Fish Tacos,mexican
Dudo6kUexr-ZJK06R3i6Rw,Chi Town Dogs,hot dogs
dRejAgrPIwD6AcykS5Re9g,Cherry Berries,sandwiches
nX38puAVP3qV7AjYANkObA,I-Naba,japanese
AYS-3osDnQd1M304TlGOaQ,Urban Grill,american (new)
Od-OUWnB7NQdFPSkAAdQJQ,Subway,sandwiches
P0Bf-1S_A_g7IbdGuAnG1Q,City Express - Sinclair,delis
nEnssmij28obbbOiU5kURA,Las Pupusas Restaurant,latin american
2sWval6Zz4qugjLUQc5I5Q,Asian Garden,chinese
pw7Ri54ONnKzSr3p3h1lMA,Simpo Sandwich,sandwiches
h-XjRidGcOuQ5erP4V166g,Chicken Now Venetian,chicken wings
dGMk9Rg32zHoYBKI7zPsrQ,Kabuki Japanese Restaurant,japanese
2XmS09dl3GT_WknqS9hTVA,Booming Spot Mini Pot,chinese
92Z2b94IO-ovEUmrkzarMQ,Mashisoyo,soup
8iD3ajO_AA8F4i56iCfXBQ,Burger Dogs,hot dogs
owUZBugX032gYls-gkSwmA,Raw Food Express,vegan
WBN51DEDxgWN2YYA7G1Ang,CJ's Italian Ice & Custard,italian
hxU6xPTrOz2qKAsRz58hEA,Rat Pack Bar And Grill,american (traditional)
tHfJ2aHCIT52dwarPON7LA,Kaba Curry,japanese
jlJpszuv8OBrizwmbsEqvQ,"Aztec Inn, Casino & Buffet",buffets
5ghSXBBlTGNxXLneBSNtKQ,Roberto's Taco Shop,mexican
rVrpTOznd_NjplDvSK8OfQ,RePete's,american (new)
lwUIU72aZ96co_EM9S-RVw,Buffalo's Pizza,pizza
XQvKQDAyE3vLsDdjJBKs4Q,Chapa Ghetti,
RUg5N3QFiJagKlC4qk0Orw,Sno Shack Hawaiian Shave Ice,hawaiian
h9lt3CQuMzz-klZdIXIIHA,DT's Filipino Food & Karaoke,filipino
t6SuvEq9PPVGzNv5bJzDtw,Bachi Burger,asian fusion
uheQD94aoB14tWNir1QRVg,A&W All American Food,american (traditional)
sv7c0OsCUXT9-QNlCghT6A,Taiwan Kitchen,taiwanese
dKsJfvaTEGhXpJo3KRtx9w,Shabu Grill,japanese
IblEAPlN6dfkJb1pvgRrJg,Dita's,american (traditional)
EB73wgk2r2A8mBtO-4Shsw,Aces,food stands
C7o7x_Gz-iNGNGNPZx28bw,Center Cut Steakhouse,steakhouses
VdY6qe9afspFwsbzX1HsOQ,Señor Frog's,mexican
QVdRllW1scIp5whSI9hc9g,Seafood Station,seafood
kqdH0qFX3WGsCa-8UxHkcg,Don Tortaco Mexican Grill,mexican
dlnK82Q62llGEgzbP-jhjA,IHOP,american (traditional)
EF5vR_UUavzPjtgMYFCg5Q,Carlos' n Charlie's,mexican
ieODJuvwd-Tccs-cCtCENA,Lucky Fish Sushi & Grill,japanese
AYbUb5UcAngroJ6uJG7tLQ,Kabuto,japanese
BQjGE1Z3nk253XzIZqt8Gg,Jean Philippe Patisserie,cafes
XoitWJUjHcdBl9GqHTsdjw,Ranch House Kitchen,southern
nI5wqhD4RmZSsfXCnsCPBg,Inka Grill,peruvian
0NHoELbgXkqIoG8lWo0AtQ,Dal Toro Ristorante,italian
cKL_n9FpPaYHNDb_JLCLGw,Golden China Chinese Cuisine,
qOqdQ_PuG8z9uTTImQC8Gg,Roberto's Taco Shop,mexican
L5BlhsOQB2MTMqLZPRcg4g,Baan Mae Toy,thai
NomKkbod3jnl7_aiPgeL-w,Joes Crab Shack,american (traditional)
B_aOu7idHDU7_5t5RNuydA,Pop Up Pizza,pizza
qhHwbSltc8MSm64vj3wcgg,Mizumi,
nyJylozeo98nTqaQvL7OkA,Burger King,burgers
2-XO3LwWdpm-_xOUHSAqGQ,Foods 2 Go,chinese
gq7u9uyOkpLCeh_lxR-WFw,VooDoo Steak,steakhouses
v3AbHiJ71gYEJ_PcX7KmCw,Beach Hut Deli,sandwiches
undnC8Xho3tf54mN3H808A,DaKao Quan,vietnamese
5-pCgZuFz1ru54RHAfSvsw,Wildburger,american (new)
uqxw_geNvNbPs_YY4TAhCA,Rockin' Taco Mexican Grill,mexican
Vsl8O4dkfSoGP1oO9yf5dw,Tacos Mexico,mexican
EfbKXRj9PA1FCfU575bFnQ,Tasty Station,chinese
zj_cfXL3H2OmZHVYYrNI2Q,Banana Leaf Café,cafes
CmrNdGoZooE24sxhwk0exw,Time-Out Sports Bar & Grill,american (traditional)
QY8CBhPwv6dE4onjhj6MDg,Veggie House,chinese
2Y6zErXWajSN7vaJaPHcEw,Mr Jim's Pizza,pizza
xmViOpr_XuqP36kFHyT3UQ,Chipotle Mexican Grill,mexican
qdCbbg7FyD6mzf0L_g64uA,Church's Chicken,chicken wings
l7Tp6ViqSvJZg9fanT7ptg,Coast 2 Coast Food Truck,sandwiches
6UGAtEw8TH6J6YeRRZpwKg,Bagatelle Las Vegas,mediterranean
VuiAFnRk_KyUflHlQhFqRA,A La Mode,vegan
-4mNZfAXMd2mxEsD2YRcaQ,McDonald's,fast food
SIY2d48njDU3ljfmOyadZg,Zabas Mexican Grill,mexican
HI4otGdtdLr-Q294XQFTQQ,Five Guys Burgers and Fries,fast food
n4gpqlNezLD6zJ9HrD9XjA,Pasquales Ristorante,italian
81yKeu6as0NI2eIpNvgCMQ,Custom Built Pizza,vegan
H2cAZyhfADarH8Y2VCEwVw,Fresh Cup,sushi bars
PXdpNJY8xWUM2FQShsCGeQ,Goldilocks,filipino
XBDtPxOU3cf4c-sZPb6OLg,Subway,sandwiches
mThyP-DoLN3Y4UK7YM9uFg,China One,chinese
DoLjiU_CSHcKFkofAsUg8A,Freddy's Frozen Custard & Steakburgers,burgers
WjroQezRhqoKmflC9080ew,Pako Taco Mex Grill,mexican
cHkHYcOw0rkyC3t9gXjeIw,Farmer Boys,sandwiches
Rck6ZPLpkIdmQvDPRiNEpA,LuckyRice Night Market,asian fusion
MCVJQFEhWCy-rHXXJS_RAg,Taqueria El Buen Pastor,food stands
cQMfAN2YVUcJn8wK2M_wGw,Grimaldi's Pizzeria,pizza
FDXk2MDLPf72uEDT6Bq1Mw,Twin Peaks,american (new)
-I8JegdD-4huAo3z0A_ZhA,Flame Kabob,mediterranean
poPl-qFXSzvyOAMBxHO7nA,Sun City Café,breakfast & brunch
9jQcdZ2zL7MQFjb2t8LP6A,Smashburger,burgers
a-X4VbmTW0yzykWmWyoizQ,Bobby Q Grille,barbeque
5PSjlaVzR1RooMhYmjRmBQ,Buldogis Eatery,hot dogs
aAqJMvVW3oPN7kLJW8JzAQ,Taco Bell,tex-mex
NFOmAcZ7UFKmeamktDyt2w,Earl of Sandwich,sandwiches
2xo91erKN-n7bDJcHLrmwQ,Decatur Drug Store Coffee Shop,american (traditional)
RATEUEqaI-oStEkKG8RVJg,Taste A Chi-town Eatery,pizza
iM27P2Dk1tVocQ9ai1FHMQ,Firkin On Paradise,british
vPDeCSYSD0XOD7r6XwU6wA,Tropical Smoothie Cafe,cafes
dSz-CWk4bEO4y3CzL2x3ZA,Burger King,burgers
loVwv8VtHJ7FXtizlIuwhg,Ihop,breakfast & brunch
a0UCgr9M4HpZX9iIl39elA,Big Ern's BBQ,barbeque
OWfB7JDng-pgVq31gqzu4g,Made In Italy Pizzeria Romana,italian
bsIG-bXSRcCx62k4lHBEcw,Fresh Mama,cafes
71tH8oBr-cBFxcsemfrVvg,Jersey Mike's Subs,sandwiches
12HB-MzELqhD4vrzsu_TYA,Sauced,comfort food
g_qX41w9wXNd0ZtO97f7Nw,New York Bagel Deli & Gyros,sandwiches
pZuaAQQzYKQc0AhGnmcTQg,Wing King,chicken wings
R1bPKnsV9izGsoeyJOyBBw,Sabatino's Authentic NY Pizzeria,pizza
XKI-Wu5BMTp4HZy6k7FBmg,Those Guys Pies,sandwiches
RzVwAdOxT9JQkeoeBMYPoQ,Sierra Gold,american (new)
eBPTPMi_yJGDOs2ca4u8DQ,El Pollo Loco,mexican
6g0aTl6PTwOjPkPbtJW2LA,Teriyaki Boy,asian fusion
WqntpiZMWaoDOlDS7V3W-A,India Masala Bar & Grill,indian
kxe9jeDE1XWxK0O6mw7dLA,Sleepy Wilson's Barbecue,barbeque
ltOSimyqNs2J7Bf9vj-CwQ,Paparazzi Grill,american (traditional)
moEQhteKedPzgCvp0czd1A,Mega Ramen & Thai Noodle,thai
9RjV5ZT6Np-VsK96_K1KlQ,95 Ten,american (new)
XvYTf92Zykv4SntHD0QlBw,Chicago Dogs,hot dogs
OQEhO5aXQJe1KpiuVPG7qg,Frisco Market Buffet,buffets
LSymdduTtYl5BdIQ3kv_3A,Las Vegas Chophouse & Brewery,steakhouses
UnUJUbIrHhZ2YIHRVJKMJQ,Above the Crust,salad
wxtqWVGlDW4JFDOAKofIog,Allegro,
pRiFFNWaJPZm9x5MDUZSUQ,Roberto's Taco Shop,mexican
6HCFfg-1HKy6G5t4b_hUPg,Tetsu,japanese
XeFqy8LRjReBDzeX_pAUjw,Fracos & Froccs,american (new)
uO-FkxeGL8vmRFjYGzeCIg,Las Tapatias,mexican
9XOzi2IIibwtnGOvtdDpjA,Presto Cafe,salad
NFWJ8ZY88BtrcrMYRAj9gA,Pho Bosa,vietnamese
-tCiAYMimz6yQaaXiK7e6Q,Village Pub & Grill,american (traditional)
orRee-skZXdMw0DYtMGo5w,808 Tapas East-West Infusion,japanese
6D24UL_dB6CKLvqwkA4-Yg,Baja Fresh Mexican Grill,mexican
o8fTSsBLOSqTUh7RhGRYUg,188 Restaurant,french
F4xFSDYWi5rAtdkgLAoSUg,Chuy's Tacos,mexican
ZP6qFq7LUh6Tr7WHPoOW6g,eat.,american (new)
cwAd2nytPLKmABtLXsgpIw,Culinary Dropout,american (new)
sIyHTizqAiGu12XMLX3N3g,Bacchanal Buffet,buffets
iupX3nvMJMiV07M3VKVl4Q,Lee's Buffet,buffets
ibJxthQO5KcVFGAjXkKr_g,Vince Neil's Tatuado Cantina,mexican
b-K95FpxCtIBCEr0GvuQGw,Fresh Kabob,mediterranean
ijd7e9Oydq3C9raOjZbWcA,The Maple Tree Cafe,breakfast & brunch
-DuZnO0oM7uKrRrWX1P60w,The Maple Tree,breakfast & brunch
HBRZ8oaROD3wLCr-8ssRxQ,Five Guys Burgers and Fries,fast food
bfcNEOEsC3wyrV_DRUO0xg,Pop's Pizza,pizza
pBNidjx4tvT2X1EOnpiABw,Yum Yum BBQ,japanese
kYW0XAFOLk6F2ZYkJb20mw,Tacos El Jefe's,mexican
USPVxT1jYvarxC8lZJeLMA,Seafood Shack,fish & chips
qPrLJ6TibtKZAogClraJNA,Pei Wei Asian Diner,thai
E6L8boG8CsJoPgmRbp83ZQ,Hot Dog on a Stick,hot dogs
ClJ3iaRa5fZTVmr1iIY3YQ,Tropical Smoothie Cafe,fast food
BVCDPqlHMDPLWn9EhdDXNg,Japanese Curry Zen,japanese
gUqxCCaYeo2NPnvdD4KSxg,Fajitas House,mexican
jysbMbCzPLyU8hBVi1T6jw,Nha Trang Restaurant,vietnamese
LIpOcp7m30sKm4VTmDjddg,Dewar's Clubhouse,american (traditional)
-7PWVPeSkUulZV0KrGysUQ,El Pollo Loco,mexican
5vMwr6sphA6gKbfpaBKtIQ,Jullie's Caffe Soleil,breakfast & brunch
c9hEAs-OUdjISt50kyc8rg,Papa Murphy's Take 'N' Bake Pizza,pizza
Vv3Qh337yuggEkksNGXLTg,LA Subs & Salads,salad
42SfghMoEXF-EYki2mrn8w,Thai Pepper Restaurant,thai
ymBSur-7YgjpcEsNSY682Q,Rocco's NY Pizza,italian
